"Rank","Release_Group","Worldwide_Gross","Domestic_Gross","Domestic_Percent","Foreign_Gross","Foreign_Percent","Year","Genres","Rating","Vote_Count","Original_Language","Production_Countries","Release Date","Description","No_of_Persons_Voted","Directed by","Written by","Duration","hours","minutes","Duration_min","Year_Group","Genre_Simplified","avg_rating","avg_gross","Quadrant"
120,"Shaun of the Dead",30039392,13542874,45.1,16496518,54.9,2004,"Horror, Comedy",7.542,8489,"en","United Kingdom","Sep 24, 2004","This ""rom zom com"" (romantic zombie comedy) follows the bloody funny adventures of underachiever Shaun (Pegg) and his best mate Ed (Frost) as they cope with a zombie invasion of North London and attempt to rescue Shaun's girlfriend Liz (Ashfield) and his Mum (Wilton).  It's going to be one hell of a weekend.  (Rogue Pictures)",871,"Edgar Wright","Simon Pegg, Edgar Wright","1 h 39 m",1,39,99,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
122,"Agent Cody Banks 2: Destination London",28818995,23630159,82,5188836,18,2004,"Comedy, Action, Adventure, Family, Romance",5.567,623,"en","United States of America","Mar 12, 2004","Frankie Muniz returns as Agent Cody Banks on an undercover mission to recover a stolen min-control device from a rogue CIA agent.",41,"Kevin Allen","Jeffrey Jurgensen, Harald Zwart, Dylan Sellers, Don Rhymer","1 h 40 m",1,40,100,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
123,"Thunderbirds",28283637,6880917,24.3,21402720,75.7,2004,"Action, Adventure, Comedy, Family",4.988,294,"en","France, United Kingdom","Jul 30, 2004","A live action film based on the British television series of the 1960's.",26,"Jonathan Frakes","Gerry Anderson, Sylvia Anderson, Peter Hewitt, William Osborne, Michael McCullers","1 h 35 m",1,35,95,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
124,"Dirty Dancing: Havana Nights",27685016,14161590,51.2,13523426,48.8,2004,"Romance, Drama",6.387,652,"en","United States of America","Feb 27, 2004","Set against the decadent glamour and escalating danger of revolution-eve Cuba, Dirty Dancing: Havana Nights re-imagines the 1987 film phenomenon from an exciting new perspective.  This is a timeless story of a young woman's discovery of love, sensuality and independence - but with a sizzling style and rhythm all its own.  (Lions Gate Films)",17,"Guy Ferland","Kate Gunzinger, Peter Sagal, Boaz Yakin, Victoria Arch","1 h 26 m",1,26,86,"2000-2008","Romance",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
125,"Ella Enchanted",27388767,22918387,83.7,4470380,16.3,2004,"Family, Fantasy, Comedy",6.45,1838,"en","Ireland, United Kingdom","Apr 9, 2004","A fairy Godmother granted Ella (Hathaway) the gift -- and curse -- of obedience at her birth.  As a result of this unfortunate circumstance, Ella cannot refuse any command, and is often left at the mercy of unscrupulous personalities.  In a bid to regain control of her life, Ella goes on a quest to free herself from this mysterious curse.  (Miramax)",104,"Tommy O'Haver","Laurie Craig, Karen McCullah, Kirsten Smith, Jennifer Heath, Michele J. Wolff, Gail Carson Levine","1 h 36 m",1,36,96,"2000-2008","Fantasy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
127,"The Whole Ten Yards",26170671,16328471,62.4,9842200,37.6,2004,"Comedy, Thriller, Crime",5.746,950,"en","United States of America","Apr 9, 2004","Retired hitman Jimmy ""The Tulip"" Tudeski (Willis) is living the quiet life in a beachfront bungalow in Mexico, miles away from his former life.  Suddenly, an uninvited and most unwelcome connection to their past shows up on the Tudeskis' doorstep. It's Oz (Perry), their former neighbor, breathless and desperate, begging them to help rescue his wife, Cynthia (Henstridge), from the Hungarian mob.  (Warner Bros.)",75,"Howard Deutch","Mitchell Kapner, George Gallo","1 h 38 m",1,38,98,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
128,"The Alamo",25819961,22414961,86.8,3405000,13.2,2004,"History, War, Drama",5.8,329,"en","United States of America","Apr 9, 2004","The dramatic true story of one of the most momentous battles in American history, this is the tale of a handful of men who stood up for their passion and ideals against an overwhelming force.  (Touchstone Pictures)",16,"John Lee Hancock","Leslie Bohem, Stephen Gaghan, John Lee Hancock","2 h 17 m",2,17,137,"2000-2008","Drama",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
129,"Seed of Chucky",24829644,17083732,68.8,7745912,31.2,2004,"Comedy, Horror",5.5,1613,"en","United States of America","Nov 12, 2004","The killer doll is back and his family must slay together in order to stay together.  (Rogue Pictures)",131,"Don Mancini","Don Mancini","1 h 27 m",1,27,87,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
133,"Birth",23925492,5095038,21.3,18830454,78.7,2004,"Drama, Mystery",6.017,657,"en","Germany, United Kingdom, United States of America","Oct 29, 2004","A metaphysical love story that explores the space between what we know and what we feel. Like many fairy tales, Birth is part romance, part mystery, and part family drama - woven into a magical whole about love, mortality and the unknown.  [New Line Cinema]",48,"Jonathan Glazer","Jean-Claude Carrière, Milo Addica, Jonathan Glazer","1 h 40 m",1,40,100,"2000-2008","Mystery",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
136,"EuroTrip",22605153,17771387,78.6,4833766,21.4,2004,"Comedy",6.597,2574,"en","United States of America, Canada, Czech Republic","Feb 20, 2004","The producers who took audiences on a ""Road Trip"" and back to ""Old School"" now invite you on a wild Eurotrip. (DreamWorks)",173,"Jeff Schaffer, 
    
      David Mandel, 
    
      Alec Berg","Alec Berg, David Mandel, Jeff Schaffer","1 h 33 m",1,33,93,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
138,"NASCAR: The IMAX Experience",22248831,21583831,97,665000,3,2004,"Documentary",7.3,23,"en","United States of America","Mar 12, 2004","This IMAX film transports fans into the driver's seat of America's most popular spectator sport.",7,"Simon Wincer","Mark Bechtel","40 m",0,40,40,"2000-2008","Documentary",6.54830329153605,156739315.50209,"High Rating & Low Gross"
139,"Little Black Book",22035509,20698668,93.9,1336841,6.1,2004,"Comedy, Romance, Drama",5.344,343,"en","United States of America","Aug 6, 2004","A dark comedy about new boyfriends, ex-girlfriends and little black books. (Sony Pictures)",59,"Nick Hurran","Melissa Carter, Elisa Bell","1 h 51 m",1,51,111,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
141,"Mr. 3000",21839377,21811187,99.9,28190,0.1,2004,"Comedy, Drama",5.279,165,"en","United States of America","Sep 17, 2004","Bernie Mac stars as an over-the-hill ballplayer who learns there's more to the game than individual stats and a Hall-of-Fame plaque.  (Touchstone Pictures)",35,"Charles Stone III","Eric Champnella, Keith Mitchell, Howard Michael Gould","1 h 44 m",1,44,104,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
142,"Wicker Park",21568818,13001257,60.3,8567561,39.7,2004,"Drama, Mystery, Romance, Thriller",6.8,678,"en","United States of America","Sep 3, 2004","Intricately moving back and forth in time and revealing the story from each character's perspective, Wicker Park is an intense psychological drama about a man (Hartnett) caught in an obsessive search for a woman he fell deeply in love with -- a woman who then vanished without a trace.  (MGM)",133,"Paul McGuigan","Gilles Mimouni, Brandon Boyce","1 h 54 m",1,54,114,"2000-2008","Thriller",6.54830329153605,156739315.50209,"High Rating & Low Gross"
144,"The Merchant of Venice",21417725,3765585,17.6,17652140,82.4,2004,"Drama, Romance",6.773,556,"en","Italy, Luxembourg, United Kingdom","Dec 29, 2004","Set in the lavish era of 16th century Italy, The Merchant of Venice follows the interlocking lives of a captivating assortment of Shakespearean characters in this story wrought with morality, revenge, redemption and love.  (Sony Pictures Classics)",27,"Michael Radford","William Shakespeare, Michael Radford","2 h 18 m",2,18,138,"2000-2008","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
145,"New York Minute",21289826,14071441,66.1,7218385,33.9,2004,"Comedy",6.18,885,"en","United States of America","May 7, 2004","This action comedy starring Mary-Kate Olsen and Ashley Olsen, follows 17-year-old sisters Jane and Roxanne Ryan on a wild romp through the streets, subways and sewers of Manhattan during one unforgettable day.  (Warner Bros.)",16,"Dennie Gordon","Emily Fox, Adam Cooper, Bill Collage","1 h 31 m",1,31,91,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
146,"Mindhunters",21148829,4480744,21.2,16668085,78.8,2004,"Mystery, Thriller, Crime",6.476,1173,"en","Finland, Netherlands, United Kingdom, United States of America","May 13, 2005","A training program for the FBI's psychological profiling division, known as Mindhunters, is infilitrated by a serial killer",76,"Renny Harlin","Wayne Kramer, Kevin Brodbin","1 h 46 m",1,46,106,"2000-2008","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
148,"Super Size Me",20645757,11536423,55.9,9109334,44.1,2004,"Documentary",6.76,1646,"en","Netherlands, United States of America","May 7, 2004","Why are Americans so fat? Find out in Super Size Me, a tongue in-cheek - and burger in hand -- look at the legal, financial and physical costs of America's hunger for fast food.  (Samuel Goldwyn Films)",107,"Morgan Spurlock","Morgan Spurlock","1 h 40 m",1,40,100,"2000-2008","Documentary",6.54830329153605,156739315.50209,"High Rating & Low Gross"
150,"Ladies in Lavender",20377075,6765081,33.2,13611994,66.8,2004,"Drama, Romance",6.4,129,"en","United Kingdom","Apr 29, 2005","The dull lives of two elderly sisters on the coast of Cornwall are interrupted by a shipwrecked Polish sailor who rekindles old sibling rivalries, jealousies and unfulfilled dreams. (Roadside Attractions)",11,"Charles Dance","William J. Locke, Charles Dance","1 h 44 m",1,44,104,"2000-2008","Romance",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
151,"Melinda and Melinda",20129327,3826280,19,16303047,81,2004,"Comedy, Drama, Romance",6.188,456,"en","United States of America","Mar 18, 2005","This film combines romantic comedy and drama in a way that Woody Allen, unique among filmmakers, likes to contrast. (Fox Searchlight)",26,"Woody Allen","Woody Allen","1 h 39 m",1,39,99,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
152,"I Heart Huckabees",20072172,12785432,63.7,7286740,36.3,2004,"Comedy, Romance",6.264,642,"en","Germany, United Kingdom, United States of America","Oct 1, 2004","Convinced that a series of coincidences involving a doorman hold some secret to life's largest riddles, Albert Markovski (Schwartzman) seeks the help of a detective agency unlike any other...which leads him down a path that questions the essence of existence itself.  (20th Century Fox)",69,"David O. Russell","David O. Russell, Jeff Baena","1 h 47 m",1,47,107,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
153,"2046",19470239,1444588,7.4,18025651,92.6,2004,"Drama, Science Fiction, Romance",7.218,902,"zh","Germany, Hong Kong, China, France, Italy","Aug 5, 2005","Picking up where ""In the Mood for Love"" left off, 2046 is a visually seductive reverie of memory and regret, refracted through a serial womanizer's experiences with six women.  (Sony Pictures Classics)",79,"Kar-Wai Wong","Kar-Wai Wong","2 h 9 m",2,9,129,"2000-2008","Science Fiction",6.54830329153605,156739315.50209,"High Rating & Low Gross"
154,"Vanity Fair",19463185,16136476,82.9,3326709,17.1,2004,"Drama, Romance",5.8,334,"en","United Kingdom, United States of America","Sep 1, 2004","Mira Nair's film version of the classic novel by William Makepeace Thackery introduces a new audience to the beautiful, funny, passionate and calculating heroine Becky Sharp (Witherspoon).  (Focus Features)",14,"Mira Nair","Matthew Faulk, Mark Skeet, Julian Fellowes, William Makepeace Thackeray","2 h 21 m",2,21,141,"2000-2008","Romance",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
159,"De-Lovely",18611951,13456633,72.3,5155318,27.7,2004,"Drama, Music",6.174,135,"en","United Kingdom, United States of America","Jul 2, 2004","De-lovely is an original musical portrait of American composer Cole Porter filled with his own unforgettable songs. A sparkling celebration of Porter's music as well as a stirring exploration of the artist's journey and the undying power of love.  (MGM)",14,"Irwin Winkler","Jay Cocks","2 h 5 m",2,5,125,"2000-2008","Drama",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
160,"My Baby's Daddy",18490423,17669317,95.6,821106,4.4,2004,"Comedy",4.667,54,"en","United States of America","Jan 9, 2004","After a lifetime or hard partying, three bachelor buddies from the hood are in for a rude awakening when their respective girlfriends all get pregnant at the same time. (Miramax)",10,"Cheryl Dunye","Eddie Griffin, Coke Daniels, Brent Goldberg, David Wagner","1 h 26 m",1,26,86,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
162,"Kinsey",17050017,10254979,60.1,6795038,39.9,2004,"Drama",6.6,464,"en","Germany, United Kingdom, United States of America","Nov 12, 2004","This film turns the microscope on Alfred Kinsey (Neeson) in a portrait of a man driven to uncover the most private secrets of a nation.  (Fox Searchlight)",63,"Bill Condon","Bill Condon","1 h 58 m",1,58,118,"2000-2008","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
163,"Catch That Kid",16951702,16703799,98.5,247903,1.5,2004,"Family, Action, Adventure",5.6,299,"en","Denmark, United States of America","Feb 6, 2004","They are specialists in their fields: a rock climber, a computer genius, a mechanical whiz.  Their task: to rob one of the world's most impenetrable banks to save an ailing father.  Their plan is foolproof; their methods are ingenious.  And they're not old enough to drive. (20th Century Fox)",18,"Bart Freundlich","Nikolaj Arcel, Fabian Wullenweber, Erlend Loe, Michael Brandt, Derek Haas","1 h 31 m",1,31,91,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
